lat,lon,local_sla_trend,class
38.2,26.24,2.8,class_4
38.21,13.45,1.87,class_3
38.21,26.24,2.37,class_4
38.22,13.44,1.83,class_3
38.22,26.25,2.63,class_4
38.23,13.43,2.53,class_4
38.23,13.44,2.54,class_4
38.23,26.25,2.01,class_3
38.23,26.26,3.18,class_4
38.24,13.42,1.57,class_3
38.24,13.43,2.39,class_4
38.24,26.26,2.16,class_3
38.25,13.42,2.47,class_4
38.25,26.27,1.76,class_3
38.26,13.41,3.06,class_4
38.26,13.42,2.67,class_4
38.27,13.4,2.96,class_4
38.27,13.41,2.85,class_4
38.54,20.79,1.94,class_3
38.54,20.8,2.62,class_4
38.55,20.8,2.54,class_4
38.55,20.81,1.8,class_3
38.56,20.81,1.98,class_3
38.57,20.82,2.29,class_4
38.58,20.82,2.84,class_4
38.58,20.83,3.78,class_4
38.59,20.83,2.31,class_4
38.6,20.84,1.66,class_3
38.61,20.84,2.24,class_3
38.61,20.85,2.16,class_3
38.62,20.85,1.24,class_3
38.63,20.86,1.23,class_3
38.64,20.86,2.74,class_4
38.64,20.87,3.22,class_4
38.65,20.87,3.55,class_4
38.66,20.88,1.99,class_3
38.67,20.88,2.62,class_4
38.67,20.89,1.57,class_3
38.68,20.89,1.72,class_3
38.68,26.56,0.67,class_3
38.68,26.57,3.27,class_4
38.69,26.57,2.02,class_3
38.7,26.57,2.35,class_4
38.7,26.58,1.98,class_3
38.71,26.58,1.49,class_3
38.71,26.59,2.27,class_3
38.72,26.59,2.71,class_4
38.73,26.59,1.71,class_3
38.73,26.6,2.16,class_3
38.74,15.92,2.47,class_4
38.74,26.6,1.71,class_3
38.74,26.61,2.31,class_4
38.75,15.91,2.65,class_4
38.75,15.92,1.39,class_3
38.75,26.61,2.2,class_3
38.76,15.91,2.28,class_3
38.76,26.61,2.29,class_4
38.76,26.62,1.97,class_3
38.77,15.9,2.8,class_4
38.77,26.62,2.11,class_3
38.77,26.63,2.2,class_3
38.78,15.89,1.76,class_3
38.78,15.9,2.9,class_4
38.78,26.63,2.15,class_3
38.79,15.89,2.72,class_4
38.79,26.63,2.56,class_4
38.79,26.64,2.88,class_4
38.8,15.88,3.16,class_4
38.8,26.64,2.33,class_4
38.8,26.65,3.48,class_4
38.81,15.87,1.88,class_3
38.81,15.88,2.58,class_4
38.81,26.65,2.87,class_4
38.82,15.86,3.61,class_4
38.82,15.87,1.84,class_3
38.83,15.86,2.9,class_4
38.84,15.85,2.05,class_3
38.84,15.86,0.84,class_3
38.84,26.67,2.68,class_4
38.85,15.84,1.46,class_3
38.85,15.85,2.21,class_3
38.85,26.68,2.77,class_4
38.86,15.84,1.8,class_3
38.86,26.68,2.53,class_4
38.86,26.69,1.54,class_3
38.87,26.69,2.07,class_3
38.88,26.7,2.12,class_3
38.89,26.7,1.98,class_3
38.89,26.71,2.55,class_4
38.9,26.71,3.04,class_4
38.91,26.72,2.94,class_4
38.92,26.72,2.93,class_4
38.92,26.73,2.89,class_4
38.93,26.73,2.19,class_3
38.94,26.74,1.97,class_3
38.95,26.75,1.66,class_3
38.96,26.75,1.9,class_3
38.96,26.76,1.5,class_3
38.97,26.76,0.58,class_3
38.98,26.77,-1.3,class_2
39.4,9.79,1.94,class_3
39.41,9.78,2.13,class_3
39.41,9.79,1.68,class_3
39.42,9.78,2.26,class_3
39.43,9.77,0.84,class_3
39.43,9.78,1.35,class_3
39.43,15.74,2.3,class_4
39.43,15.75,2.23,class_3
39.44,9.76,2.8,class_4
39.44,9.77,1.47,class_3
39.44,15.75,2.71,class_4
39.45,9.76,1.56,class_3
39.45,15.75,2.89,class_4
39.45,15.76,2.19,class_3
39.46,9.75,1.85,class_3
39.46,9.76,2.03,class_3
39.46,15.76,2.67,class_4
39.46,15.77,2.08,class_3
39.47,9.74,1.4,class_3
39.47,9.75,1.82,class_3
39.47,15.77,1.41,class_3
39.48,9.74,2.25,class_3
39.48,15.78,2.42,class_4
39.49,9.73,1.0,class_3
39.49,9.74,2.07,class_3
39.49,15.78,1.5,class_3
39.49,15.79,2.0,class_3
39.5,9.72,1.29,class_3
39.5,9.73,1.48,class_3
39.5,15.79,1.65,class_3
39.51,9.71,2.15,class_3
39.51,9.72,1.24,class_3
39.51,15.8,1.49,class_3
39.52,9.71,1.56,class_3
39.52,15.8,1.12,class_3
39.52,15.81,1.35,class_3
39.53,9.7,0.79,class_3
39.53,9.71,1.62,class_3
39.53,15.81,1.37,class_3
39.53,15.82,0.5,class_3
39.54,15.82,1.4,class_3
39.55,15.83,2.08,class_3
39.56,15.83,3.17,class_4
39.56,15.84,0.24,class_3
40.23,26.21,2.75,class_4
40.24,26.2,2.9,class_4
40.25,26.19,3.36,class_4
40.25,26.2,2.9,class_4
40.26,26.18,2.32,class_4
40.26,26.19,3.36,class_4
40.27,26.18,3.72,class_4
40.28,26.17,2.76,class_4
40.28,26.18,3.21,class_4
40.29,26.16,3.14,class_4
40.29,26.17,2.62,class_4
40.3,26.16,2.83,class_4
40.31,26.15,1.72,class_3
40.32,26.14,3.04,class_4
40.32,26.15,3.16,class_4
40.33,26.13,1.64,class_3
40.33,26.14,1.94,class_3
40.34,26.13,1.82,class_3
40.35,26.12,-0.12,class_2
40.38,19.26,2.18,class_3
40.39,19.26,2.34,class_4
40.39,19.27,2.74,class_4
40.4,19.27,2.32,class_4
40.41,19.28,2.59,class_4
40.42,19.28,2.7,class_4
40.42,19.29,2.44,class_4
40.43,19.29,4.14,class_4
40.43,19.3,5.1,class_5
40.44,19.3,3.08,class_4
40.44,19.31,3.2,class_4
40.45,19.31,2.94,class_4
40.46,19.31,3.18,class_4
40.46,19.32,2.31,class_4
40.47,19.32,2.96,class_4
40.47,19.33,1.58,class_3
40.48,19.33,2.91,class_4
40.49,19.34,2.6,class_4
40.5,19.34,2.49,class_4
40.5,19.35,2.32,class_4
40.51,19.35,1.79,class_3
40.56,8.05,3.22,class_4
40.57,8.06,2.57,class_4
40.58,8.06,2.64,class_4
40.58,8.07,2.53,class_4
40.59,8.07,1.98,class_3
40.59,8.08,1.36,class_3
40.6,8.08,3.24,class_4
40.61,8.09,3.01,class_4
40.62,8.09,3.03,class_4
40.62,8.1,2.54,class_4
40.63,8.1,3.65,class_4
40.64,8.11,3.59,class_4
40.65,8.11,4.71,class_5
40.65,8.12,3.74,class_4
40.66,8.12,3.03,class_4
40.66,8.13,2.82,class_4
40.67,8.13,3.82,class_4
40.67,8.14,5.04,class_5
40.68,8.14,4.51,class_5
40.69,8.14,3.72,class_4
40.69,8.15,3.29,class_4
40.7,8.15,3.67,class_4
40.7,8.16,4.6,class_5
40.75,-8.81,1.95,class_3
40.76,-8.81,1.62,class_3
40.77,-8.8,1.29,class_3
40.78,-8.8,0.81,class_3
40.78,-8.79,1.55,class_3
40.78,13.88,1.29,class_3
40.78,25.22,2.51,class_4
40.79,-8.79,1.71,class_3
40.79,-8.78,0.4,class_3
40.79,13.89,2.42,class_4
40.79,25.23,3.54,class_4
40.8,-8.78,1.5,class_3
40.8,13.89,2.77,class_4
40.8,13.9,2.67,class_4
40.8,25.23,3.12,class_4
40.8,25.24,3.71,class_4
40.81,-8.78,0.89,class_3
40.81,-8.77,0.58,class_3
40.81,13.9,3.9,class_4
40.81,13.91,2.89,class_4
40.81,25.24,3.47,class_4
40.81,25.25,2.86,class_4
40.82,-8.77,-0.06,class_2
40.82,-8.76,0.44,class_3
40.82,13.91,2.83,class_4
40.82,13.92,2.02,class_3
40.82,25.25,3.33,class_4
40.83,-8.76,1.59,class_3
40.83,-8.75,-0.43,class_2
40.83,13.92,2.68,class_4
40.83,25.26,3.95,class_4
40.84,-8.75,1.02,class_3
40.84,13.92,2.91,class_4
40.84,13.93,2.71,class_4
40.84,25.26,3.18,class_4
40.84,25.27,2.98,class_4
40.85,-8.74,0.78,class_3
40.85,13.93,2.24,class_3
40.85,13.94,2.85,class_4
40.85,25.27,2.93,class_4
40.85,25.28,2.54,class_4
40.86,-8.74,2.1,class_3
40.86,-8.73,0.66,class_3
40.86,13.94,2.84,class_4
40.86,25.28,3.32,class_4
40.87,-8.73,0.68,class_3
40.87,13.95,1.98,class_3
40.87,25.28,2.6,class_4
40.87,25.29,3.08,class_4
40.88,-8.72,0.36,class_3
40.88,13.95,2.92,class_4
40.88,13.96,1.18,class_3
40.88,25.29,3.72,class_4
40.88,25.3,3.26,class_4
40.89,13.96,1.38,class_3
40.89,13.97,2.05,class_3
40.89,25.3,2.86,class_4
40.89,25.31,1.65,class_3
40.9,25.31,2.5,class_4
40.92,8.31,2.0,class_3
40.92,8.32,1.48,class_3
40.93,8.32,2.1,class_3
40.93,8.33,1.34,class_3
40.94,8.33,1.23,class_3
40.94,8.68,2.04,class_3
40.95,8.34,1.88,class_3
40.95,8.67,2.3,class_4
40.95,8.68,1.77,class_3
40.96,8.34,2.87,class_4
40.96,8.35,1.6,class_3
40.96,8.66,2.84,class_4
40.96,8.67,3.23,class_4
40.97,8.35,2.84,class_4
40.97,8.36,1.54,class_3
40.97,8.65,2.2,class_3
40.97,8.66,3.15,class_4
40.98,8.36,2.53,class_4
40.98,8.37,0.91,class_3
40.98,8.65,2.87,class_4
40.99,8.37,2.28,class_3
40.99,8.64,2.45,class_4
40.99,8.65,3.76,class_4
41.0,8.37,2.21,class_3
41.0,8.38,1.68,class_3
41.0,8.63,2.76,class_4
41.0,8.64,1.94,class_3
41.01,8.38,1.26,class_3
41.01,8.39,2.56,class_4
41.01,8.63,2.36,class_4
41.02,8.39,2.43,class_4
41.02,8.62,1.78,class_3
41.03,8.4,2.26,class_3
41.03,8.61,3.12,class_4
41.03,8.62,1.66,class_3
41.04,8.6,2.25,class_3
41.04,8.61,2.55,class_4
41.05,8.6,2.78,class_4
41.06,8.59,2.72,class_4
41.07,8.58,3.03,class_4
41.07,8.59,3.12,class_4
41.14,17.03,0.92,class_3
41.14,17.04,1.19,class_3
41.15,17.02,1.0,class_3
41.15,17.03,0.82,class_3
41.16,17.02,1.28,class_3
41.17,17.01,1.82,class_3
41.17,17.02,2.0,class_3
41.18,17.0,2.6,class_4
41.18,17.01,3.26,class_4
41.19,16.99,2.55,class_4
41.19,17.0,3.07,class_4
41.2,16.99,3.45,class_4
41.21,16.98,2.5,class_4
41.22,16.97,2.33,class_4
41.22,16.98,3.36,class_4
41.23,16.96,3.92,class_4
41.23,16.97,2.53,class_4
41.24,16.96,2.41,class_4
41.25,16.95,2.06,class_3
41.4,8.68,2.32,class_4
41.41,8.68,2.45,class_4
41.41,8.69,2.96,class_4
41.42,8.69,2.29,class_4
41.42,8.7,2.93,class_4
41.43,8.7,1.89,class_3
41.44,8.71,2.83,class_4
41.45,8.71,2.79,class_4
41.45,8.72,1.66,class_3
41.46,8.72,1.89,class_3
41.46,8.73,2.56,class_4
41.47,8.73,1.42,class_3
41.48,8.74,2.18,class_3
41.49,8.74,2.34,class_4
41.49,8.75,1.45,class_3
41.5,8.75,1.97,class_3
41.5,8.76,2.36,class_4
41.51,8.76,2.43,class_4
41.51,8.77,2.98,class_4
41.52,8.77,2.54,class_4
41.53,8.77,2.16,class_3
41.53,8.78,2.83,class_4
41.54,8.78,2.28,class_3
41.54,8.79,3.14,class_4
41.55,8.79,2.16,class_3
41.6,19.52,2.02,class_3
41.61,19.51,2.18,class_3
41.62,19.5,3.55,class_4
41.62,19.51,2.74,class_4
41.63,19.49,2.74,class_4
41.63,19.5,3.46,class_4
41.64,19.49,3.49,class_4
41.65,19.48,3.06,class_4
41.66,19.47,3.7,class_4
41.66,19.48,3.2,class_4
41.67,19.46,4.0,class_4
41.67,19.47,3.41,class_4
41.68,19.46,3.44,class_4
41.69,19.45,3.51,class_4
41.7,19.44,3.7,class_4
41.7,19.45,3.23,class_4
41.71,19.43,3.36,class_4
41.71,19.44,2.96,class_4
41.72,19.42,3.17,class_4
41.72,19.43,3.52,class_4
41.73,-8.93,2.39,class_4
41.73,19.42,3.17,class_4
41.74,-8.94,2.54,class_4
41.74,-8.93,3.29,class_4
41.74,19.41,2.75,class_4
41.74,19.42,2.84,class_4
41.75,-8.94,1.68,class_3
41.75,19.4,2.68,class_4
41.75,19.41,2.7,class_4
41.76,-8.95,2.54,class_4
41.76,-8.94,3.59,class_4
41.76,19.39,2.08,class_3
41.76,19.4,3.14,class_4
41.77,-8.96,2.06,class_3
41.77,-8.95,1.1,class_3
41.77,19.39,3.13,class_4
41.78,-8.97,2.44,class_4
41.78,-8.96,2.32,class_4
41.78,19.38,3.44,class_4
41.79,-8.97,3.1,class_4
41.79,19.37,3.85,class_4
41.79,19.38,4.32,class_4
41.8,-8.98,2.86,class_4
41.8,19.36,5.02,class_5
41.8,19.37,4.11,class_4
41.81,-8.99,3.07,class_4
41.81,-8.98,1.8,class_3
41.81,19.36,4.02,class_4
41.82,-9.0,2.67,class_4
41.82,-8.99,1.71,class_3
41.83,-9.01,3.36,class_4
41.83,-9.0,3.1,class_4
41.84,-9.01,1.95,class_3
41.84,11.85,2.98,class_4
41.85,-9.02,2.24,class_3
41.85,-9.01,1.58,class_3
41.85,11.86,2.94,class_4
41.86,-9.02,0.77,class_3
41.86,11.86,3.4,class_4
41.86,11.87,2.77,class_4
41.87,11.87,2.98,class_4
41.87,11.88,2.48,class_4
41.88,11.88,2.94,class_4
41.89,11.89,3.24,class_4
41.9,11.89,4.22,class_4
41.9,11.9,3.16,class_4
41.91,11.9,2.83,class_4
41.91,11.91,4.14,class_4
41.92,11.91,3.69,class_4
41.92,11.92,2.63,class_4
41.93,11.92,3.2,class_4
41.94,11.92,3.83,class_4
41.94,11.93,3.28,class_4
41.95,11.93,3.25,class_4
41.95,11.94,3.36,class_4
41.96,11.94,3.42,class_4
41.96,11.95,3.38,class_4
41.97,11.95,2.26,class_3
42.46,18.01,1.45,class_3
42.47,18.01,2.61,class_4
42.47,18.02,2.07,class_3
42.48,18.02,1.82,class_3
42.49,18.03,1.7,class_3
42.5,18.03,3.46,class_4
42.5,18.04,2.35,class_4
42.51,18.04,2.37,class_4
42.51,18.05,1.75,class_3
42.52,18.05,2.22,class_3
42.52,18.06,1.5,class_3
42.53,18.06,1.93,class_3
42.54,18.07,1.23,class_3
42.55,9.57,0.49,class_3
42.55,9.58,-0.45,class_2
42.55,18.07,1.44,class_3
42.55,18.08,1.44,class_3
42.56,9.58,-0.42,class_2
42.56,18.08,1.64,class_3
42.56,18.09,1.96,class_3
42.57,9.59,0.96,class_3
42.57,18.09,1.72,class_3
42.57,18.1,2.14,class_3
42.58,9.59,-0.85,class_2
42.58,9.6,0.71,class_3
42.58,18.1,1.48,class_3
42.59,9.6,0.06,class_2
42.59,9.61,0.66,class_3
42.59,18.11,1.92,class_3
42.6,9.61,0.99,class_3
42.6,9.62,1.25,class_3
42.6,18.11,2.96,class_4
42.61,9.62,0.62,class_3
42.62,9.63,1.01,class_3
42.63,9.63,0.06,class_2
42.63,9.64,1.45,class_3
42.64,9.64,1.32,class_3
42.64,9.65,1.19,class_3
42.65,9.65,0.56,class_3
42.65,9.66,2.07,class_3
42.66,9.66,1.55,class_3
42.67,9.67,1.95,class_3
43.22,4.44,3.68,class_4
43.22,4.45,3.65,class_4
43.23,4.45,3.69,class_4
43.23,4.46,3.29,class_4
43.24,4.46,3.13,class_4
43.24,4.47,2.03,class_3
43.25,4.47,3.4,class_4
43.26,4.48,4.28,class_4
43.27,4.48,2.56,class_4
43.27,4.49,3.5,class_4
43.28,4.49,3.34,class_4
43.28,4.5,3.11,class_4
43.29,4.5,3.06,class_4
43.29,4.51,2.3,class_4
43.3,4.51,2.34,class_4
43.31,4.52,3.27,class_4
43.32,4.53,4.2,class_4
43.33,3.97,2.89,class_4
43.33,4.53,3.93,class_4
43.33,4.54,2.85,class_4
43.33,10.21,2.92,class_4
43.33,15.87,2.78,class_4
43.33,15.88,3.2,class_4
43.34,3.96,2.9,class_4
43.34,3.97,2.96,class_4
43.34,4.54,2.1,class_3
43.34,10.21,2.72,class_4
43.34,10.22,1.61,class_3
43.34,15.88,2.36,class_4
43.34,15.89,3.63,class_4
43.35,3.95,3.12,class_4
43.35,3.96,2.19,class_3
43.35,10.22,2.57,class_4
43.35,15.89,2.86,class_4
43.36,3.94,2.74,class_4
43.36,3.95,2.6,class_4
43.36,10.23,2.93,class_4
43.36,15.9,2.26,class_3
43.37,3.94,2.92,class_4
43.37,10.24,3.19,class_4
43.37,15.91,2.77,class_4
43.38,3.93,2.15,class_3
43.38,10.24,2.95,class_4
43.38,10.25,3.75,class_4
43.38,15.91,2.86,class_4
43.38,15.92,1.76,class_3
43.39,3.92,2.02,class_3
43.39,3.93,2.69,class_4
43.39,10.25,2.86,class_4
43.39,10.26,2.73,class_4
43.39,15.92,2.0,class_3
43.39,15.93,2.76,class_4
43.4,3.91,1.04,class_3
43.4,3.92,1.88,class_3
43.4,10.26,3.07,class_4
43.4,10.27,1.97,class_3
43.4,15.93,2.42,class_4
43.4,15.94,2.43,class_4
43.41,3.9,0.76,class_3
43.41,3.91,2.27,class_3
43.41,10.27,2.6,class_4
43.41,10.28,1.88,class_3
43.41,15.94,3.02,class_4
43.41,15.95,3.49,class_4
43.42,-1.77,1.34,class_3
43.42,3.9,1.81,class_3
43.42,10.28,2.52,class_4
43.42,15.95,3.1,class_4
43.43,-1.78,1.77,class_3
43.43,3.89,1.51,class_3
43.43,10.29,2.62,class_4
43.43,15.95,2.85,class_4
43.43,15.96,2.37,class_4
43.44,-4.62,3.56,class_4
43.44,-1.79,3.37,class_4
43.44,-1.78,2.71,class_4
43.44,3.88,1.66,class_3
43.44,3.89,1.56,class_3
43.44,10.29,1.5,class_3
43.44,10.3,2.46,class_4
43.44,15.96,2.38,class_4
43.44,15.97,2.52,class_4
43.45,-4.63,3.05,class_4
43.45,-1.8,4.21,class_4
43.45,-1.79,2.75,class_4
43.45,3.87,1.17,class_3
43.45,3.88,1.8,class_3
43.45,10.3,1.75,class_3
43.45,10.31,2.77,class_4
43.45,15.97,2.39,class_4
43.45,15.98,2.08,class_3
43.46,-4.64,2.35,class_4
43.46,-1.81,3.26,class_4
43.46,-1.8,3.48,class_4
43.46,10.31,0.26,class_3
43.46,10.32,1.56,class_3
43.46,15.98,1.57,class_3
43.46,15.99,3.72,class_4
43.47,-4.65,3.0,class_4
43.47,-4.64,2.41,class_4
43.47,-1.82,3.49,class_4
43.47,-1.81,3.4,class_4
43.47,15.99,2.6,class_4
43.48,-4.66,2.33,class_4
43.48,-4.65,2.14,class_3
43.48,-1.82,3.2,class_4
43.49,-4.67,2.46,class_4
43.49,-4.66,1.99,class_3
43.49,-1.83,4.78,class_5
43.5,-4.68,2.65,class_4
43.5,-4.67,1.79,class_3
43.5,-1.84,4.48,class_5
43.5,-1.83,3.38,class_4
43.51,-4.68,2.38,class_4
43.51,-1.85,3.24,class_4
43.51,-1.84,3.61,class_4
43.52,-4.69,2.26,class_3
43.52,-1.86,3.49,class_4
43.52,-1.85,3.02,class_4
43.53,-4.7,1.96,class_3
43.53,-4.69,2.69,class_4
43.53,-1.86,4.12,class_4
43.54,-4.71,2.71,class_4
43.54,-4.7,2.2,class_3
43.54,-1.87,4.11,class_4
43.55,-4.72,1.05,class_3
43.55,-4.71,2.49,class_4
43.55,-1.88,3.79,class_4
43.56,-4.72,2.24,class_3
43.64,7.63,1.13,class_3
43.65,7.63,0.55,class_3
43.65,7.64,0.92,class_3
43.66,7.64,1.58,class_3
43.66,7.65,1.4,class_3
43.67,7.65,1.8,class_3
43.67,7.66,2.05,class_3
43.68,7.66,1.21,class_3
43.68,7.67,1.59,class_3
43.69,7.67,1.44,class_3
43.7,7.68,0.95,class_3
43.71,7.68,0.89,class_3
43.71,7.69,1.02,class_3
43.72,7.69,1.3,class_3
43.72,7.7,1.5,class_3
43.73,7.7,0.92,class_3
43.73,7.71,0.02,class_2
43.74,7.71,0.17,class_2
43.74,7.72,0.53,class_3
43.75,7.72,-0.16,class_2
43.76,7.73,-0.38,class_2
43.78,-7.74,1.9,class_3
43.79,-7.75,3.27,class_4
43.79,-7.74,3.16,class_4
43.8,-7.76,2.12,class_3
43.8,-7.75,1.54,class_3
43.81,-7.77,2.62,class_4
43.81,-7.76,3.05,class_4
43.82,-7.78,2.87,class_4
43.82,-7.77,2.94,class_4
43.83,-7.78,3.88,class_4
43.84,-7.79,2.88,class_4
43.85,-7.8,2.1,class_3
43.85,-7.79,1.47,class_3
43.86,-7.81,2.89,class_4
43.86,-7.8,1.86,class_3
43.87,-7.82,2.24,class_3
43.87,-7.81,2.7,class_4
43.88,-7.83,4.33,class_4
43.88,-7.82,3.11,class_4
43.89,-7.84,2.01,class_3
43.89,-7.83,2.36,class_4
43.9,-7.84,2.56,class_4
43.91,-7.85,2.87,class_4
44.66,14.17,1.06,class_3
44.67,14.18,1.8,class_3
44.68,14.16,1.92,class_3
44.68,14.17,1.36,class_3
44.68,14.18,1.2,class_3
44.68,14.19,0.95,class_3
44.69,14.15,2.04,class_3
44.69,14.16,2.06,class_3
44.69,14.19,2.24,class_3
44.69,14.2,1.56,class_3
44.7,14.14,3.05,class_4
44.7,14.15,2.78,class_4
44.7,14.2,1.55,class_3
44.7,14.21,1.5,class_3
44.71,14.13,2.9,class_4
44.71,14.14,3.04,class_4
44.71,14.21,2.06,class_3
44.71,14.22,1.85,class_3
44.72,14.13,1.35,class_3
44.72,14.22,2.34,class_4
44.72,14.23,1.04,class_3
44.73,14.11,0.96,class_3
44.73,14.12,1.09,class_3
44.73,14.23,1.63,class_3
44.73,14.24,1.27,class_3
44.74,14.11,1.45,class_3
44.74,14.24,1.19,class_3
44.75,14.1,2.3,class_4
44.75,14.25,1.13,class_3
44.76,14.09,1.29,class_3
44.76,14.1,0.87,class_3
44.76,14.25,0.42,class_3
44.76,14.26,0.26,class_3
44.77,14.08,1.55,class_3
44.77,14.09,1.07,class_3
44.77,14.26,1.36,class_3
44.77,14.27,1.24,class_3
44.78,14.07,2.57,class_4
44.78,14.08,0.96,class_3
44.78,14.27,2.49,class_4
44.78,14.28,1.4,class_3
44.79,14.28,0.81,class_3
44.79,14.29,1.3,class_3
44.8,14.29,0.65,class_3
45.47,13.45,2.55,class_4
45.48,13.44,2.14,class_3
45.48,13.45,3.25,class_4
45.49,13.44,2.65,class_4
45.5,13.43,2.59,class_4
45.51,13.42,2.3,class_4
45.51,13.43,1.98,class_3
45.52,13.41,2.7,class_4
45.53,13.4,2.01,class_3
45.53,13.41,2.54,class_4
45.54,13.39,1.96,class_3
45.54,13.4,1.24,class_3
45.55,13.38,1.46,class_3
45.55,13.39,2.08,class_3
45.56,13.37,2.74,class_4
45.56,13.38,2.14,class_3
45.57,13.36,2.73,class_4
45.57,13.37,2.08,class_3
45.58,13.35,2.21,class_3
45.58,13.36,1.56,class_3
45.59,13.34,1.95,class_3
45.59,13.35,2.03,class_3
45.6,13.34,2.3,class_4
45.61,13.33,2.36,class_4
45.62,13.32,2.66,class_4
45.63,13.31,2.84,class_4
45.64,13.3,3.29,class_4
45.64,13.31,2.44,class_4
45.65,13.29,2.36,class_4
45.65,13.3,1.96,class_3
45.66,13.28,3.22,class_4
45.66,13.29,2.03,class_3
46.03,-1.24,3.6,class_4
46.03,-1.23,2.71,class_4
46.04,-1.24,4.81,class_5
46.05,-1.25,4.07,class_4
46.06,-1.26,3.81,class_4
46.07,-1.27,3.91,class_4
46.08,-1.28,3.73,class_4
46.08,-1.27,3.55,class_4
46.09,-1.29,3.54,class_4
46.09,-1.28,4.11,class_4
46.28,-1.47,1.48,class_3
46.28,-1.46,4.49,class_5
46.29,-1.48,0.11,class_2
46.29,-1.47,-0.9,class_2
46.3,-1.49,1.89,class_3
46.3,-1.48,1.92,class_3
46.31,-1.5,1.72,class_3
46.31,-1.49,1.16,class_3
46.32,-1.51,1.24,class_3
46.32,-1.5,2.38,class_4
46.33,-1.52,0.45,class_3
46.33,-1.51,0.64,class_3
46.34,-1.53,-1.71,class_2
46.34,-1.52,-0.84,class_2
46.35,-1.53,-0.59,class_2
47.05,-2.21,3.18,class_4
47.06,-2.22,3.14,class_4
47.07,-2.23,2.55,class_4
47.08,-2.24,2.4,class_4
47.08,-2.23,2.89,class_4
47.09,-2.25,0.44,class_3
47.1,-2.26,0.79,class_3
47.14,-2.3,2.31,class_4
47.15,-2.31,2.54,class_4
47.16,-2.32,3.51,class_4
47.16,-2.31,3.04,class_4
47.17,-2.33,2.64,class_4
47.18,-2.34,1.86,class_3
47.18,-2.33,1.09,class_3
47.19,-2.35,0.68,class_3
47.2,-2.36,1.92,class_3
47.2,-2.35,1.11,class_3
47.21,-2.37,2.33,class_4
47.21,-2.36,-0.57,class_2
47.4,-3.11,3.47,class_4
47.4,-3.1,2.87,class_4
47.41,-3.1,2.26,class_3
47.41,-3.09,2.77,class_4
47.42,-3.09,1.96,class_3
47.42,-3.08,1.36,class_3
47.43,-3.08,0.17,class_2
47.43,-3.07,0.14,class_2
47.44,-3.07,2.06,class_3
47.44,-3.06,3.21,class_4
47.45,-3.06,5.42,class_5
47.45,-3.05,4.68,class_5
47.46,-3.05,6.06,class_5
47.46,-3.04,6.42,class_5
47.47,-3.04,2.91,class_4
47.47,-3.03,-1.2,class_2
47.48,-3.03,1.7,class_3
47.48,-3.02,1.5,class_3
47.49,-3.02,2.27,class_3
47.49,-3.01,2.74,class_4
47.5,-3.01,1.49,class_3
47.5,-3.0,1.46,class_3
47.51,-3.0,1.0,class_3
47.51,-2.99,-0.04,class_2
47.52,-2.99,1.03,class_3
47.52,-2.98,0.67,class_3
47.53,-2.98,1.08,class_3
48.78,-4.0,3.21,class_4
48.79,-4.01,2.84,class_4
48.79,-4.0,3.84,class_4
48.8,-4.02,2.97,class_4
48.8,-4.01,4.56,class_5
48.81,-4.03,2.96,class_4
48.81,-4.02,3.16,class_4
48.82,-4.04,2.76,class_4
48.82,-4.03,3.91,class_4
48.83,-4.05,2.75,class_4
48.83,-4.04,3.0,class_4
48.84,-4.06,3.79,class_4
48.84,-4.05,3.95,class_4
48.85,-4.07,3.21,class_4
48.85,-4.06,1.9,class_3
48.86,-4.08,2.9,class_4
48.87,-4.1,3.56,class_4
48.87,-4.09,2.16,class_3
48.88,-4.1,3.11,class_4
48.89,-4.12,3.31,class_4
48.89,-4.11,3.73,class_4
48.9,-4.13,4.29,class_4
48.9,-4.12,3.1,class_4
49.44,-0.95,2.29,class_4
49.44,-0.94,1.27,class_3
49.45,-0.94,0.67,class_3
49.45,-0.93,1.08,class_3
49.46,-0.93,1.94,class_3
49.46,-0.92,2.24,class_3
49.47,-0.92,4.93,class_5
49.47,-0.91,3.22,class_4
49.48,-0.91,2.82,class_4
49.48,-0.9,3.15,class_4
49.49,-1.94,2.88,class_4
49.49,-0.89,1.94,class_3
49.5,-1.96,4.29,class_4
49.5,-1.95,2.67,class_4
49.5,-0.88,2.56,class_4
49.5,-0.87,1.27,class_3
49.51,-1.97,2.82,class_4
49.51,-1.96,3.12,class_4
49.51,-0.87,2.25,class_3
49.51,-0.86,3.34,class_4
49.52,-1.98,3.0,class_4
49.52,-1.97,1.15,class_3
49.52,-0.86,2.86,class_4
49.52,-0.85,1.78,class_3
49.53,-1.99,2.49,class_4
49.53,-1.98,2.41,class_4
49.53,-0.85,3.26,class_4
49.53,-0.84,1.55,class_3
49.54,-2.0,1.32,class_3
49.54,-1.99,2.18,class_3
49.54,-0.84,3.02,class_4
49.54,-0.83,2.2,class_3
49.55,-2.01,1.13,class_3
49.55,-2.0,0.64,class_3
49.55,-0.83,1.98,class_3
49.55,-0.82,1.48,class_3
49.56,-2.02,1.7,class_3
49.56,-2.01,1.13,class_3
49.57,-2.03,1.36,class_3
49.58,-2.05,2.12,class_3
49.58,-2.04,1.68,class_3
49.59,-2.06,1.69,class_3
49.59,-2.05,1.57,class_3
